2,1.2397,0.87453,-0.20511,-0.078137,0.066867
2,0.26828,1.3518,1.0351,-0.33152,0.2169
2,1.5666,0.86744,1.2998,1.0413,0.55941
2,0.2793,0.98963,2.5548,-0.73799,0
2,0.30681,1.2724,2.6556,-0.94616,-0.46714
2,0.96042,0.71181,-0.14276,0.09095,-0.060707
2,2.9407,0.65687,1.4932,-0.33106,-0.1233
2,0.4006,1.159,2.0645,-0.68961,-0.30805
2,0.22897,1.748,0.63364,0.2592,0
1,0.30289,0.60854,0.47413,1.4272,-0.81108
1,0.3181,0.81088,0.81823,0.82095,0.86014
1,0.65508,1.0539,1.3716,-0.72388,1.7702
1,0.1048,0.5756,0.3424,0.8304,0
1,0.54098,2.1451,-0.56156,-0.22776,-0.14056
2,1.4042,1.5312,0.47611,1.6006,-0.4243
2,0.53204,1.9629,-0.35532,0.19104,-0.12227
2,0.10838,0.46447,1.3021,1.0802,-0.34895
2,0.80715,2.2267,-0.55597,-0.22484,0.16087
1,1.0394,2.2711,1.6989,-0.36917,-0.16751
2,0.31611,1.3595,1.9864,-0.6242,0.4966
2,0.13566,0.73606,1.8469,1.0732,-0.42445
2,0.53292,2.5809,-0.59534,-0.22702,-0.12346
1,0.15107,0.64163,1.4541,1.2807,-0.71632
2,0.53272,2.1392,0.62857,0.24147,-0.099539
1,0.60022,1.4048,2.4774,-0.70087,-0.27222
2,0.69917,2.2955,0.67006,0.40272,-0.39059
2,0.61903,2.2384,-0.41717,-0.18391,-0.12528
2,0.11131,0.29885,0.40351,0.69449,0
2,0.64812,2.4793,1.0637,-0.31734,0
2,1.6689,2.2264,0.54528,0.22925,-0.13915
2,0.41606,1.6892,0.75617,-0.25206,-0.14538
2,0.060186,0.2253,0.11938,0.26391,0.9115
2,0.49153,2.6043,-0.59403,0.31283,-0.14661
1,0.74657,1.0293,1.3464,-0.99804,1.7221
2,1.3116,2.5913,0.87386,0.53368,-0.17523
2,0.12112,0.31059,0.58786,1.9784,-0.65171
2,0.62577,2.3174,0.7659,0.4108,-0.30501
2,2.881,0.89629,0.49507,0.47535,-0.11289
1,0.95989,1.0899,0.51277,1.1145,0.72943
1,0.47962,1.5022,2.4954,-0.69173,0.40245
2,3.3856,-0.30094,0.13619,-0.07837,-0.055381
2,1.0886,1.4227,-0.38703,-0.12324,0.08973
2,0.26959,0.95896,1.6866,1.7052,0
2,2.5709,-0.23496,0.2007,0.13746,-0.13263
2,0.91161,2.2847,-0.44913,-0.1593,-0.098664
2,0.53097,2.1047,-0.39709,-0.20128,-0.10291
1,0.12545,0.54788,0.79519,0.83564,0
2,0.87377,3.0301,-0.49577,0.2433,0.47955
1,0.36151,0.6885,1.5128,0.69865,0.52044
2,0.46555,2.2793,1.825,0.7784,-0.25326
2,0.15469,0.51375,0.48957,-0.62471,0
2,0.3108,1.4934,0.4228,0.30373,-0.11302
2,1.7122,1.7638,0.37546,0.51061,0.58948
2,1.0546,1.1847,0.29257,0.18184,-0.14108
2,0.57698,3.3485,-0.62139,-0.24538,0
1,0.26597,0.71149,1.0024,1.1378,0.53569
2,0.27329,2.0177,1.768,0.69691,0
2,0.42294,1.7812,-0.69648,0.49079,1.1063
1,0.10535,0.59378,0.32562,-0.80766,0
2,3.0841,0.78154,-0.16589,-0.087617,-0.060748
2,0.81952,2.0831,0.49171,0.28269,-0.19035
2,0.46388,1.7923,2.1759,-0.51711,-0.32734
2,1.0926,1.6917,0.44545,-0.3124,1.6083
1,0.73443,0.64726,1.387,0.55604,0.45112
1,-0.073244,-0.24963,-0.44507,1.5392,-1.1839
2,0.2678,2.164,0.99084,0.63021,0
1,0.14054,0.63982,0.92211,1.8991,0
1,0.48198,0.91729,1.4353,-0.83487,-0.76222
2,1.1676,2.1564,-0.28874,-0.12152,0.10888
2,0.16463,1.0306,1.9468,-0.54416,-0.22781
2,0.9666,2.2247,-0.29149,-0.14487,-0.10654
2,1.6069,2.3115,-0.38074,0.22164,0.16314
2,0.85636,1.8747,1.1857,0.36596,0
2,0.25481,3.1454,-0.50678,1.2736,-0.38517
2,0.55636,3.4509,-0.59693,-0.24482,-0.15329
2,0.14767,0.777,1.533,1.6717,0
2,0.57973,1.7552,1.0871,0.33373,0
2,0.37065,2.3242,-0.45597,-0.16792,-0.083277
2,1.9054,0.48748,-0.12688,0.079021,0.072343
2,0.17202,0.9533,2.051,-0.77734,-0.57222
2,0.081053,0.30932,0.44475,-0.69657,1.8237
1,0.44265,0.7049,0.75875,1.2698,0.9203
2,0.88669,2.1672,0.64646,0.47462,1.1246
2,0.83235,2.7112,-0.63882,0.38059,0
